link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
201350AB,,-1,,,202576,202579,"LINESTRING (-112.403035 33.679927, -112.405285 33.678920)",,7,3,0,0.189400,15.000000,1200.000000,45.000000,12.750000,53.079799,14.999070, 14.992821,7.749550,7.750450, 0.000900,18.846885,0.015706,12.750000, 53.079799,14.999070, 14.992821,7.749550,7.750450, 0.000900,18.846885,0.015706,12.750000, 53.079799,14.999070, 14.992821,7.749550,7.750450, 0.000900,18.846885,0.015706,12.750000, 14.998,14.807,14.997,14.998,14.993,14.987,14.796,14.989,14.996,14.419,13.141,13.305,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,15.000,14.999,14.998,14.997,14.996,14.995,14.994,12.743,14.994,14.996,14.997,14.999,15.000,14.999,14.997,14.996,14.995,14.994,14.992,14.991,14.990,14.988,14.987,14.986,14.985,14.983,12.733,14.984,14.986,14.987,14.989,14.991,14.993,14.995,14.996,14.998,15.000,14.683,14.367,14.050,13.733,13.416,13.100,12.783,10.426,12.825,13.550,14.275,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.818,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201351AB,US-60-EASTBOUND,5,115-04405,,202577,202575,"LINESTRING (-112.405756 33.679978, -112.404914 33.679325)",,2,3,0,0.066170,46.000000,900.000000,45.000000,39.099998,121.431258,45.994166, 45.947584,7.748968,7.751032, 0.002063,23.436233,0.026040,39.099998, 121.431258,45.994166, 45.947584,7.748968,7.751032, 0.002063,23.436233,0.026040,39.099998, 121.431258,45.994166, 45.947584,7.748968,7.751032, 0.002063,23.436233,0.026040,39.099998, 45.986,45.383,45.977,45.984,45.948,45.912,45.310,45.923,45.973,44.007,38.123,37.926,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.975,0.970,1.000,1.000,46.000,45.993,45.985,45.978,45.970,45.963,45.955,39.052,45.958,45.969,45.979,45.990,46.000,45.991,45.982,45.973,45.964,45.955,45.946,45.938,45.929,45.920,45.911,45.902,45.893,45.884,38.968,45.887,45.900,45.912,45.925,45.937,45.950,45.962,45.975,45.987,46.000,44.913,43.826,42.739,41.652,40.564,39.477,35.238,26.139,35.238,40.120,43.060,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.901,0.669,0.901,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201351BA,US-60-WESTBOUND,12,115+05201,,202575,202577,"LINESTRING (-112.402950 33.681859, -112.403792 33.682512)",,2,3,0,0.066170,46.000000,900.000000,45.000000,39.099998,387.507020,45.958327, 45.797003,7.745992,7.754008, 0.008016,52.197389,0.057997,39.099998, 387.507020,45.958327, 45.797003,7.745992,7.754008, 0.008016,52.197389,0.057997,39.099998, 387.507020,45.958327, 45.797003,7.745992,7.754008, 0.008016,52.197389,0.057997,39.099998, 45.947,45.263,45.912,45.930,45.778,45.625,44.938,45.670,45.884,43.502,37.047,36.549,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.947,0.935,1.000,1.000,46.000,45.971,45.942,45.913,45.884,45.855,45.826,38.913,45.837,45.878,45.919,45.959,46.000,45.962,45.924,45.886,45.848,45.809,45.771,45.733,45.695,45.657,45.619,45.581,45.543,45.505,38.602,45.519,45.572,45.626,45.679,45.733,45.786,45.840,45.893,45.947,46.000,44.637,43.275,41.912,40.550,39.187,39.085,31.056,28.469,31.056,39.085,39.514,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.995,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.987,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.794,0.728,0.794,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201352AB,,-1,,,202578,202577,"LINESTRING (-112.405692 33.679114, -112.404774 33.681245)",,7,3,0,0.181700,15.000000,1200.000000,45.000000,12.750000,50.778835,14.999137, 14.993340,7.749582,7.750418, 0.000835,18.029889,0.015025,12.750000, 50.778835,14.999137, 14.993340,7.749582,7.750418, 0.000835,18.029889,0.015025,12.750000, 50.778835,14.999137, 14.993340,7.749582,7.750418, 0.000835,18.029889,0.015025,12.750000, 14.998,14.807,14.997,14.998,14.993,14.988,14.797,14.990,14.996,14.404,13.127,13.244,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,15.000,14.999,14.998,14.997,14.996,14.995,14.994,12.744,14.995,14.996,14.997,14.999,15.000,14.999,14.998,14.996,14.995,14.994,14.993,14.992,14.990,14.989,14.988,14.987,14.986,14.985,12.734,14.985,14.987,14.988,14.990,14.992,14.993,14.995,14.997,14.998,15.000,14.675,14.350,14.024,13.699,13.374,13.049,14.845,10.046,14.845,13.458,14.229,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.788,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201353AB,US-60-EASTBOUND,6,115-04405,,202575,202576,"LINESTRING (-112.404887 33.679304, -112.403990 33.678639)",,2,3,0,0.069080,46.000000,900.000000,45.000000,39.099998,121.431258,45.997065, 45.973623,7.749481,7.750519, 0.001038,15.624155,0.017360,39.099998, 121.431258,45.997065, 45.973623,7.749481,7.750519, 0.001038,15.624155,0.017360,39.099998, 121.431258,45.997065, 45.973623,7.749481,7.750519, 0.001038,15.624155,0.017360,39.099998, 45.993,45.404,45.989,45.992,45.974,45.956,45.367,45.961,45.986,44.235,40.419,40.883,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,46.000,45.996,45.992,45.989,45.985,45.981,45.977,39.076,45.979,45.984,45.989,45.995,46.000,45.996,45.991,45.987,45.982,45.978,45.973,45.969,45.964,45.960,45.955,45.951,45.946,45.942,39.033,45.943,45.950,45.956,45.962,45.969,45.975,45.981,45.987,45.994,46.000,45.037,44.075,43.112,42.150,41.187,40.225,39.262,31.295,39.467,41.645,43.822,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.800,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201353BA,US-60-WESTBOUND,11,115+05201,,202576,202575,"LINESTRING (-112.402080 33.681215, -112.402977 33.681880)",,2,3,0,0.069080,46.000000,900.000000,45.000000,39.099998,387.507020,45.979031, 45.897678,7.747984,7.752016, 0.004032,34.798260,0.038665,39.099998, 387.507020,45.979031, 45.897678,7.747984,7.752016, 0.004032,34.798260,0.038665,39.099998, 387.507020,45.979031, 45.897678,7.747984,7.752016, 0.004032,34.798260,0.038665,39.099998, 45.973,45.343,45.956,45.965,45.888,45.811,45.180,45.834,45.942,44.061,40.123,40.550,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,46.000,45.985,45.971,45.956,45.941,45.927,45.912,39.006,45.918,45.939,45.959,45.980,46.000,45.981,45.962,45.942,45.923,45.904,45.885,45.865,45.846,45.827,45.808,45.789,45.769,45.750,38.848,45.757,45.784,45.811,45.838,45.865,45.892,45.919,45.946,45.973,46.000,44.942,43.884,42.827,41.769,40.711,39.653,41.200,32.918,41.200,40.531,43.265,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.994,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.842,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201354AB,US-60-EASTBOUND,7,115-04405,,202576,202580,"LINESTRING (-112.403974 33.678628, -112.403635 33.678383)",,2,3,0,0.025820,46.000000,900.000000,45.000000,39.099998,68.822486,45.998879, 45.989921,7.749802,7.750198, 0.000396,8.855160,0.009839,39.099998, 68.822486,45.998879, 45.989921,7.749802,7.750198, 0.000396,8.855160,0.009839,39.099998, 68.822486,45.998879, 45.989921,7.749802,7.750198, 0.000396,8.855160,0.009839,39.099998, 45.997,45.417,45.996,45.997,45.990,45.983,45.403,45.985,45.995,44.257,40.750,41.293,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,46.000,45.999,45.997,45.996,45.994,45.993,45.991,39.091,45.992,45.994,45.996,45.998,46.000,45.998,45.997,45.995,45.993,45.991,45.990,45.988,45.986,45.985,45.983,45.981,45.979,45.978,39.075,45.978,45.981,45.983,45.986,45.988,45.990,45.993,45.995,45.998,46.000,45.050,44.099,43.149,42.198,41.248,40.297,39.347,31.994,39.650,41.766,43.883,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.818,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201354BA,US-60-WESTBOUND,10,115+05201,,202580,202576,"LINESTRING (-112.401757 33.680981, -112.402096 33.681226)",,2,3,0,0.025820,46.000000,900.000000,45.000000,39.099998,387.978048,45.978988, 45.897468,7.747980,7.752020, 0.004040,34.840558,0.038712,39.099998, 387.978048,45.978988, 45.897468,7.747980,7.752020, 0.004040,34.840558,0.038712,39.099998, 387.978048,45.978988, 45.897468,7.747980,7.752020, 0.004040,34.840558,0.038712,39.099998, 45.973,45.343,45.956,45.965,45.888,45.811,45.179,45.833,45.941,43.768,38.302,38.200,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.980,0.977,1.000,1.000,46.000,45.985,45.971,45.956,45.941,45.927,45.912,39.005,45.918,45.938,45.959,45.979,46.000,45.981,45.961,45.942,45.923,45.904,45.884,45.865,45.846,45.827,45.807,45.788,45.769,45.750,38.847,45.757,45.784,45.811,45.838,45.865,45.892,45.919,45.946,45.973,46.000,44.783,43.565,42.348,41.131,39.913,44.370,34.077,30.157,34.077,44.370,41.864,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.994,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.872,0.771,0.872,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201490AB,,-1,,,627,202525,"LINESTRING (-112.367829 33.643882, -112.359556 33.644300)",,9,3,0,0.477740,20.000000,99999.000000,45.000000,17.000000,13.731426,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.541731,0.000005,17.000000, 13.731426,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.541731,0.000005,17.000000, 13.731426,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.541731,0.000005,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201490BA,,-1,,,202525,627,"LINESTRING (-112.359718 33.647502, -112.367991 33.647084)",,9,3,0,0.477740,20.000000,99999.000000,45.000000,17.000000,14.414014,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.568660,0.000006,17.000000, 14.414014,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.568660,0.000006,17.000000, 14.414014,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.568660,0.000006,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201491AB,,-1,,,649,202764,"LINESTRING (-112.379111 33.676936, -112.354090 33.681388)",,9,3,0,1.473970,20.000000,99999.000000,45.000000,17.000000,0.121628,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.004798,0.000000,17.000000, 0.121628,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.004798,0.000000,17.000000, 0.121628,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.004798,0.000000,17.000000, 20.000,19.748,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.978,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.998,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201491BA,,-1,,,202764,649,"LINESTRING (-112.354652 33.684544, -112.379673 33.680092)",,9,3,0,1.473970,20.000000,99999.000000,45.000000,17.000000,0.145342,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.005734,0.000000,17.000000, 0.145342,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.005734,0.000000,17.000000, 0.145342,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.005734,0.000000,17.000000, 20.000,19.749,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.990,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201492AB,,-1,,,651,202524,"LINESTRING (-112.352286 33.651410, -112.364607 33.660046)",,9,3,0,0.926580,20.000000,99999.000000,45.000000,17.000000,0.489047,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.019294,0.000000,17.000000, 0.489047,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.019294,0.000000,17.000000, 0.489047,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.019294,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201492BA,,-1,,,202524,651,"LINESTRING (-112.366447 33.657420, -112.354126 33.648784)",,9,3,0,0.926580,20.000000,99999.000000,45.000000,17.000000,0.729663,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.028787,0.000000,17.000000, 0.729663,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.028787,0.000000,17.000000, 0.729663,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.028787,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201493AB,,-1,,,651,202523,"LINESTRING (-112.352098 33.648939, -112.347350 33.653480)",,9,3,0,0.415740,20.000000,99999.000000,45.000000,17.000000,11.364566,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.448354,0.000004,17.000000, 11.364566,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.448354,0.000004,17.000000, 11.364566,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.448354,0.000004,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201493BA,,-1,,,202523,651,"LINESTRING (-112.349566 33.655796, -112.354314 33.651255)",,9,3,0,0.415740,20.000000,99999.000000,45.000000,17.000000,11.831783,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.466786,0.000005,17.000000, 11.831783,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.466786,0.000005,17.000000, 11.831783,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.466786,0.000005,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
