mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,ib_link_lanes,ob_link_lanes,minmum,lanes,diff,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,mvmt_txt_id,geometry,volume,free_speed,allowed_uses
154,40,5333539971,,509,1,1,45,1,1,1,1,1,1,0,5333560369,5333539972,thru,,,,SBT,"LINESTRING (-111.9366561 33.4175555, -111.9366527 33.4174112)",,,auto
155,40,5333539971,,613,1,1,45,1,1,1,1,1,1,,2625359002,5333539972,right,,,,EBR,"LINESTRING (-111.9367410 33.4174811, -111.9366527 33.4174112)",,,auto
156,40,5333539971,,613,1,1,510,1,1,1,1,1,1,,2625359002,5333560369,left,,,,EBL,"LINESTRING (-111.9367410 33.4174811, -111.9366561 33.4175555)",,,auto
157,41,5333539972,,45,1,1,47,1,1,1,1,1,1,0,5333539971,330683946_41624261,thru,,,,SBT,"LINESTRING (-111.9366289 33.4162780, -111.9366262 33.4161338)",,,auto
158,41,5333539972,,45,1,1,123,1,1,1,1,1,1,,5333539971,5200239624,left,,,,SBL,"LINESTRING (-111.9366289 33.4162780, -111.9365418 33.4162005)",,,auto
159,41,5333539972,,48,1,1,46,1,1,1,1,1,1,0,330683946_41624261,5333539971,thru,,,,NBT,"LINESTRING (-111.9366262 33.4161338, -111.9366289 33.4162780)",,,auto
160,41,5333539972,,48,1,1,123,1,1,1,1,1,1,,330683946_41624261,5200239624,right,,,,NBR,"LINESTRING (-111.9366262 33.4161338, -111.9365418 33.4162005)",,,auto
161,41,5333539972,,124,1,1,46,1,1,1,1,1,1,,5200239624,5333539971,right,,,,WBR,"LINESTRING (-111.9365418 33.4162005, -111.9366289 33.4162780)",,,auto
162,41,5333539972,,124,1,1,47,1,1,1,1,1,1,,5200239624,330683946_41624261,left,,,,WBL,"LINESTRING (-111.9365418 33.4162005, -111.9366262 33.4161338)",,,auto
163,43,316880529,,49,1,1,172,1,1,1,1,1,1,,41830283,3983483484,left,,,,NBL,"LINESTRING (-111.9370836 33.4144515, -111.9371712 33.4145237)",,,auto
164,43,316880529,,173,1,1,50,1,1,1,1,1,1,,3983483484,41830283,right,,,,EBR,"LINESTRING (-111.9371712 33.4145237, -111.9370836 33.4144515)",,,auto
165,44,41573974,,52,1,1,365,1,1,1,3,1,1,,41966652,,left,,,,WBL,"LINESTRING (-111.9262113 33.4128827, -111.9262955 33.4128105)",,,auto
166,44,41573974,,52,1,1,366,3,3,1,3,1,1,,41966652,4347900944,right,,,,WBR,"LINESTRING (-111.9262113 33.4128827, -111.9262991 33.4129547)",,,auto
167,44,41573974,,364,4,4,51,1,1,4,1,1,1,,,41966652,right,,,,NBR,"LINESTRING (-111.9262955 33.4128105, -111.9262113 33.4128827)",,,auto
168,44,41573974,,364,1,3,366,1,3,4,3,3,3,0,,4347900944,thru,,,,NBT,"LINESTRING (-111.9262955 33.4128105, -111.9262991 33.4129547)",,,auto
169,44,41573974,,367,1,1,51,1,1,4,1,1,1,,4347900944,41966652,left,,,,SBL,"LINESTRING (-111.9262991 33.4129547, -111.9262113 33.4128827)",,,auto
170,44,41573974,,367,1,3,365,1,3,4,3,3,3,0,4347900944,,thru,,,,SBT,"LINESTRING (-111.9262991 33.4129547, -111.9262955 33.4128105)",,,auto
171,45,41966652,,51,1,1,53,1,1,1,1,1,1,0,41573974,41855562,thru,,,,EBT,"LINESTRING (-111.9233469 33.4128939, -111.9231749 33.4128943)",,,auto
172,45,41966652,,51,1,1,59,1,1,1,1,1,1,,41573974,,right,,,,EBR,"LINESTRING (-111.9233469 33.4128939, -111.9232602 33.4128223)",,,auto
173,45,41966652,,54,1,1,52,1,1,1,1,1,1,0,41855562,41573974,thru,,,,WBT,"LINESTRING (-111.9231749 33.4128943, -111.9233469 33.4128939)",,,auto
174,45,41966652,,54,1,1,59,1,1,1,1,1,1,,41855562,,left,,,,WBL,"LINESTRING (-111.9231749 33.4128943, -111.9232602 33.4128223)",,,auto
175,45,41966652,,60,1,1,52,1,1,1,1,1,1,,,41573974,left,,,,NBL,"LINESTRING (-111.9232602 33.4128223, -111.9233469 33.4128939)",,,auto
176,45,41966652,,60,1,1,53,1,1,1,1,1,1,,,41855562,right,,,,NBR,"LINESTRING (-111.9232602 33.4128223, -111.9231749 33.4128943)",,,auto
177,47,41995466,,58,1,1,64,1,1,1,1,1,1,,1698683826_2625359006,3712803330,left,,,,EBL,"LINESTRING (-111.9382038 33.4190767, -111.9381177 33.4191502)",,,auto
178,47,41995466,,58,1,1,176,1,1,1,1,1,1,0,1698683826_2625359006,3613374067,thru,,,,EBT,"LINESTRING (-111.9382038 33.4190767, -111.9380318 33.4190779)",,,auto
179,47,41995466,,63,1,1,57,1,1,1,1,1,1,,3712803330,1698683826_2625359006,right,,,,SBR,"LINESTRING (-111.9381177 33.4191502, -111.9382038 33.4190767)",,,auto
180,47,41995466,,63,1,1,176,1,1,1,1,1,1,,3712803330,3613374067,left,,,,SBL,"LINESTRING (-111.9381177 33.4191502, -111.9380318 33.4190779)",,,auto
181,47,41995466,,177,1,1,57,1,1,1,1,1,1,0,3613374067,1698683826_2625359006,thru,,,,WBT,"LINESTRING (-111.9380318 33.4190779, -111.9382038 33.4190767)",,,auto
182,47,41995466,,177,1,1,64,1,1,1,1,1,1,,3613374067,3712803330,right,,,,WBR,"LINESTRING (-111.9380318 33.4190779, -111.9381177 33.4191502)",,,auto
183,51,3712803330,,61,1,1,63,1,1,1,1,1,1,0,2065989266_2916726375,41995466,thru,,,,SBT,"LINESTRING (-111.9381298 33.4205876, -111.9381283 33.4204432)",,,auto
184,51,3712803330,,61,1,1,78,1,1,1,1,1,1,,2065989266_2916726375,4636339214,right,,,,SBR,"LINESTRING (-111.9381298 33.4205876, -111.9382154 33.4205146)",,,auto
185,51,3712803330,,64,1,1,62,1,1,1,1,1,1,0,41995466,2065989266_2916726375,thru,,,,NBT,"LINESTRING (-111.9381283 33.4204432, -111.9381298 33.4205876)",,,auto
186,51,3712803330,,64,1,1,78,1,1,1,1,1,1,,41995466,4636339214,left,,,,NBL,"LINESTRING (-111.9381283 33.4204432, -111.9382154 33.4205146)",,,auto
187,51,3712803330,,79,1,1,62,1,1,1,1,1,1,,4636339214,2065989266_2916726375,left,,,,EBL,"LINESTRING (-111.9382154 33.4205146, -111.9381298 33.4205876)",,,auto
188,51,3712803330,,79,1,1,63,1,1,1,1,1,1,,4636339214,41995466,right,,,,EBR,"LINESTRING (-111.9382154 33.4205146, -111.9381283 33.4204432)",,,auto
189,52,41746582,,66,1,1,113,1,1,1,1,1,1,,316007232,2941419921,right,,,,NBR,"LINESTRING (-111.9349470 33.4253693, -111.9348841 33.4253774)",,,auto
190,52,41746582,,66,1,1,195,1,1,1,1,1,1,,316007232,316008315,left,,,,NBL,"LINESTRING (-111.9349470 33.4253693, -111.9350094 33.4254624)",,,auto
191,52,41746582,,194,1,1,65,1,1,1,1,1,1,,316008315,316007232,right,,,,EBR,"LINESTRING (-111.9350094 33.4254624, -111.9349470 33.4253693)",,,auto
192,52,41746582,,194,1,1,113,1,1,1,1,1,1,0,316008315,2941419921,thru,,,,EBT,"LINESTRING (-111.9350094 33.4254624, -111.9348841 33.4253774)",,,auto
193,52,41746582,,466,2,2,65,1,1,2,1,1,1,,5201685473,316007232,left,,,,WBL,"LINESTRING (-111.9348594 33.4254833, -111.9349470 33.4253693)",,,auto
194,52,41746582,,466,1,1,113,1,1,2,1,1,1,,5201685473,2941419921,uturn,,,,WBU,"LINESTRING (-111.9348594 33.4254833, -111.9348841 33.4253774)",,,auto
195,52,41746582,,466,2,2,195,1,1,2,1,1,1,0,5201685473,316008315,thru,,,,WBT,"LINESTRING (-111.9348594 33.4254833, -111.9350094 33.4254624)",,,auto
196,53,42304472,,67,1,1,69,1,1,1,1,1,1,0,316007232,8269005072_41714339,thru,,,,SBT,"LINESTRING (-111.9349880 33.4232808, -111.9349740 33.4231372)",,,auto
197,53,42304472,,67,1,1,85,1,1,1,1,1,1,,316007232,41957870,right,,,,SBR,"LINESTRING (-111.9349880 33.4232808, -111.9350622 33.4232089)",,,auto
198,53,42304472,,70,1,1,68,1,1,1,1,1,1,0,8269005072_41714339,316007232,thru,,,,NBT,"LINESTRING (-111.9349740 33.4231372, -111.9349880 33.4232808)",,,auto
199,53,42304472,,70,1,1,85,1,1,1,1,1,1,,8269005072_41714339,41957870,left,,,,NBL,"LINESTRING (-111.9349740 33.4231372, -111.9350622 33.4232089)",,,auto
200,53,42304472,,84,1,1,68,1,1,1,1,1,1,,41957870,316007232,left,,,,EBL,"LINESTRING (-111.9350622 33.4232089, -111.9349880 33.4232808)",,,auto
201,53,42304472,,84,1,1,69,1,1,1,1,1,1,,41957870,8269005072_41714339,right,,,,EBR,"LINESTRING (-111.9350622 33.4232089, -111.9349740 33.4231372)",,,auto
202,55,41662598,,72,1,1,216,1,1,1,2,1,1,,41533544,8813118513,right,,,,EBR,"LINESTRING (-111.9400643 33.4162050, -111.9399778 33.4161334)",,,auto
203,55,41662598,,215,2,2,71,1,1,2,1,1,1,,41624255,41533544,right,,,,SBR,"LINESTRING (-111.9399789 33.4162778, -111.9400643 33.4162050)",,,auto
204,55,41662598,,215,1,2,216,1,2,2,2,2,1,1,41624255,8813118513,thru,,,,SBT,"LINESTRING (-111.9399789 33.4162778, -111.9399778 33.4161334)",,,auto
205,56,41533544,,71,1,1,73,1,1,1,1,1,1,0,41662598,,thru,,,,WBT,"LINESTRING (-111.9411190 33.4162036, -111.9412910 33.4162025)",,,auto
206,56,41533544,,71,1,1,535,1,1,1,1,1,1,,41662598,41533540,right,,,,WBR,"LINESTRING (-111.9411190 33.4162036, -111.9412063 33.4162762)",,,auto
207,56,41533544,,71,1,1,536,1,1,1,1,1,1,,41662598,41533545,left,,,,WBL,"LINESTRING (-111.9411190 33.4162036, -111.9412042 33.4161318)",,,auto
208,56,41533544,,74,1,1,72,1,1,1,1,1,1,0,,41662598,thru,,,,EBT,"LINESTRING (-111.9412910 33.4162025, -111.9411190 33.4162036)",,,auto
209,56,41533544,,74,1,1,535,1,1,1,1,1,1,,,41533540,left,,,,EBL,"LINESTRING (-111.9412910 33.4162025, -111.9412063 33.4162762)",,,auto
210,56,41533544,,74,1,1,536,1,1,1,1,1,1,,,41533545,right,,,,EBR,"LINESTRING (-111.9412910 33.4162025, -111.9412042 33.4161318)",,,auto
211,56,41533544,,534,1,1,72,1,1,1,1,1,1,,41533540,41662598,left,,,,SBL,"LINESTRING (-111.9412063 33.4162762, -111.9411190 33.4162036)",,,auto
212,56,41533544,,534,1,1,73,1,1,1,1,1,1,,41533540,,right,,,,SBR,"LINESTRING (-111.9412063 33.4162762, -111.9412910 33.4162025)",,,auto
213,56,41533544,,534,1,1,536,1,1,1,1,1,1,0,41533540,41533545,thru,,,,SBT,"LINESTRING (-111.9412063 33.4162762, -111.9412042 33.4161318)",,,auto
214,56,41533544,,537,1,1,72,1,1,1,1,1,1,,41533545,41662598,right,,,,NBR,"LINESTRING (-111.9412042 33.4161318, -111.9411190 33.4162036)",,,auto
215,56,41533544,,537,1,1,73,1,1,1,1,1,1,,41533545,,left,,,,NBL,"LINESTRING (-111.9412042 33.4161318, -111.9412910 33.4162025)",,,auto
216,56,41533544,,537,1,1,535,1,1,1,1,1,1,0,41533545,41533540,thru,,,,NBT,"LINESTRING (-111.9412042 33.4161318, -111.9412063 33.4162762)",,,auto
217,58,41800245,,76,1,1,450,1,1,1,1,1,1,,5414658105,5201685466,left,,,,WBL,"LINESTRING (-111.9288338 33.4202723, -111.9289154 33.4201983)",,,auto
218,58,41800245,,76,1,1,453,1,1,1,1,1,1,,5414658105,5201685467,right,,,,WBR,"LINESTRING (-111.9288338 33.4202723, -111.9289281 33.4203422)",,,auto
219,58,41800245,,451,2,2,75,1,1,2,1,1,1,,5201685466,5414658105,right,,,,NBR,"LINESTRING (-111.9289154 33.4201983, -111.9288338 33.4202723)",,,auto
220,58,41800245,,451,1,1,453,1,1,2,1,1,1,0,5201685466,5201685467,thru,,,,NBT,"LINESTRING (-111.9289154 33.4201983, -111.9289281 33.4203422)",,,auto
221,58,41800245,,452,1,1,75,1,1,2,1,1,1,,5201685467,5414658105,left,,,,SBL,"LINESTRING (-111.9289281 33.4203422, -111.9288338 33.4202723)",,,auto
222,58,41800245,,452,2,2,450,1,1,2,1,1,1,0,5201685467,5201685466,thru,,,,SBT,"LINESTRING (-111.9289281 33.4203422, -111.9289154 33.4201983)",,,auto
223,60,3983483499,,183,1,1,77,1,1,1,1,1,1,,3983483484,41624258,right,,,,NBR,"LINESTRING (-111.9391641 33.4146446, -111.9390800 33.4147171)",,,auto
224,60,3983483499,,548,1,1,77,1,1,1,1,1,1,0,2065989244_2065989260,41624258,thru,,,,EBT,"LINESTRING (-111.9392520 33.4147157, -111.9390800 33.4147171)",,,auto
225,60,3983483499,,548,1,1,184,1,1,1,1,1,1,,2065989244_2065989260,3983483484,right,,,,EBR,"LINESTRING (-111.9392520 33.4147157, -111.9391641 33.4146446)",,,auto
226,61,4636339214,,78,1,1,562,1,1,1,1,1,1,0,3712803330,8447095134,thru,,,,WBT,"LINESTRING (-111.9388139 33.4205087, -111.9389424 33.4205696)",,,auto
227,61,4636339214,,561,1,1,79,1,1,1,1,1,1,,8447095146,3712803330,right,,,,NBR,"LINESTRING (-111.9389058 33.4204367, -111.9388139 33.4205087)",,,auto
228,61,4636339214,,561,1,1,562,1,1,1,1,1,1,,8447095146,8447095134,left,,,,NBL,"LINESTRING (-111.9389058 33.4204367, -111.9389424 33.4205696)",,,auto
229,63,42273739,,80,1,1,82,1,1,1,1,1,1,0,2625359013_41662587,41957870,thru,,,,EBT,"LINESTRING (-111.9382456 33.4231911, -111.9380735 33.4231923)",,,auto
230,63,42273739,,80,1,1,419,1,1,1,1,1,1,,2625359013_41662587,2065989266_2916726375,right,,,,EBR,"LINESTRING (-111.9382456 33.4231911, -111.9381586 33.4231192)",,,auto
231,63,42273739,,83,1,1,81,1,1,1,1,1,1,0,41957870,2625359013_41662587,thru,,,,WBT,"LINESTRING (-111.9380735 33.4231923, -111.9382456 33.4231911)",,,auto
232,63,42273739,,83,1,1,419,1,1,1,1,1,1,,41957870,2065989266_2916726375,left,,,,WBL,"LINESTRING (-111.9380735 33.4231923, -111.9381586 33.4231192)",,,auto
233,63,42273739,,420,1,1,81,1,1,1,1,1,1,,2065989266_2916726375,2625359013_41662587,left,,,,NBL,"LINESTRING (-111.9381586 33.4231192, -111.9382456 33.4231911)",,,auto
234,63,42273739,,420,1,1,82,1,1,1,1,1,1,,2065989266_2916726375,41957870,right,,,,NBR,"LINESTRING (-111.9381586 33.4231192, -111.9380735 33.4231923)",,,auto
235,64,41957870,,82,1,1,84,1,1,1,1,1,1,0,42273739,42304472,thru,,,,EBT,"LINESTRING (-111.9367511 33.4232048, -111.9365791 33.4232058)",,,auto
236,64,41957870,,82,1,1,135,1,1,1,1,1,1,,42273739,41529813,left,,,,EBL,"LINESTRING (-111.9367511 33.4232048, -111.9366645 33.4232759)",,,auto
237,64,41957870,,82,1,1,136,1,1,1,1,1,1,,42273739,8444581043,right,,,,EBR,"LINESTRING (-111.9367511 33.4232048, -111.9366653 33.4231315)",,,auto
238,64,41957870,,85,1,1,83,1,1,1,1,1,1,0,42304472,42273739,thru,,,,WBT,"LINESTRING (-111.9365791 33.4232058, -111.9367511 33.4232048)",,,auto
239,64,41957870,,85,1,1,135,1,1,1,1,1,1,,42304472,41529813,right,,,,WBR,"LINESTRING (-111.9365791 33.4232058, -111.9366645 33.4232759)",,,auto
240,64,41957870,,85,1,1,136,1,1,1,1,1,1,,42304472,8444581043,left,,,,WBL,"LINESTRING (-111.9365791 33.4232058, -111.9366653 33.4231315)",,,auto
241,64,41957870,,134,1,1,83,1,1,1,1,1,1,,41529813,42273739,right,,,,SBR,"LINESTRING (-111.9366645 33.4232759, -111.9367511 33.4232048)",,,auto
242,64,41957870,,134,1,1,84,1,1,1,1,1,1,,41529813,42304472,left,,,,SBL,"LINESTRING (-111.9366645 33.4232759, -111.9365791 33.4232058)",,,auto
243,64,41957870,,134,1,1,136,1,1,1,1,1,1,0,41529813,8444581043,thru,,,,SBT,"LINESTRING (-111.9366645 33.4232759, -111.9366653 33.4231315)",,,auto
244,64,41957870,,137,1,1,83,1,1,1,1,1,1,,8444581043,42273739,left,,,,NBL,"LINESTRING (-111.9366653 33.4231315, -111.9367511 33.4232048)",,,auto
245,64,41957870,,137,1,1,84,1,1,1,1,1,1,,8444581043,42304472,right,,,,NBR,"LINESTRING (-111.9366653 33.4231315, -111.9365791 33.4232058)",,,auto
246,64,41957870,,137,1,1,135,1,1,1,1,1,1,0,8444581043,41529813,thru,,,,NBT,"LINESTRING (-111.9366653 33.4231315, -111.9366645 33.4232759)",,,auto
247,65,41662596,,87,1,1,612,1,1,1,3,1,1,,41533540,317701014,right,,,,EBR,"LINESTRING (-111.9401113 33.4176269, -111.9400269 33.4175528)",,,auto
248,65,41662596,,246,3,3,86,1,1,3,1,1,1,,1698683826_2625359006,41533540,right,,,,SBR,"LINESTRING (-111.9400256 33.4176971, -111.9401113 33.4176269)",,,auto
249,65,41662596,,246,1,3,612,1,3,3,3,3,3,0,1698683826_2625359006,317701014,thru,,,,SBT,"LINESTRING (-111.9400256 33.4176971, -111.9400269 33.4175528)",,,auto
250,65,41662596,,504,1,1,86,1,1,1,1,1,1,0,2625359004,41533540,thru,,,,WBT,"LINESTRING (-111.9399393 33.4176238, -111.9401113 33.4176269)",,,auto
251,65,41662596,,504,1,1,612,1,1,1,3,1,1,,2625359004,317701014,left,,,,WBL,"LINESTRING (-111.9399393 33.4176238, -111.9400269 33.4175528)",,,auto
252,66,41533540,,86,1,1,88,1,1,1,1,1,1,0,41662596,,thru,,,,WBT,"LINESTRING (-111.9411440 33.4176204, -111.9413160 33.4176193)",,,auto
253,66,41533540,,86,1,1,533,1,1,1,1,1,1,,41662596,41533538,right,,,,WBR,"LINESTRING (-111.9411440 33.4176204, -111.9412304 33.4176917)",,,auto
254,66,41533540,,86,1,1,534,1,1,1,1,1,1,,41662596,41533544,left,,,,WBL,"LINESTRING (-111.9411440 33.4176204, -111.9412287 33.4175473)",,,auto
255,66,41533540,,89,1,1,87,1,1,1,1,1,1,0,,41662596,thru,,,,EBT,"LINESTRING (-111.9413160 33.4176193, -111.9411440 33.4176204)",,,auto
256,66,41533540,,89,1,1,533,1,1,1,1,1,1,,,41533538,left,,,,EBL,"LINESTRING (-111.9413160 33.4176193, -111.9412304 33.4176917)",,,auto
257,66,41533540,,89,1,1,534,1,1,1,1,1,1,,,41533544,right,,,,EBR,"LINESTRING (-111.9413160 33.4176193, -111.9412287 33.4175473)",,,auto
258,66,41533540,,532,1,1,87,1,1,1,1,1,1,,41533538,41662596,left,,,,SBL,"LINESTRING (-111.9412304 33.4176917, -111.9411440 33.4176204)",,,auto
259,66,41533540,,532,1,1,88,1,1,1,1,1,1,,41533538,,right,,,,SBR,"LINESTRING (-111.9412304 33.4176917, -111.9413160 33.4176193)",,,auto
260,66,41533540,,532,1,1,534,1,1,1,1,1,1,0,41533538,41533544,thru,,,,SBT,"LINESTRING (-111.9412304 33.4176917, -111.9412287 33.4175473)",,,auto
261,66,41533540,,535,1,1,87,1,1,1,1,1,1,,41533544,41662596,right,,,,NBR,"LINESTRING (-111.9412287 33.4175473, -111.9411440 33.4176204)",,,auto
262,66,41533540,,535,1,1,88,1,1,1,1,1,1,,41533544,,left,,,,NBL,"LINESTRING (-111.9412287 33.4175473, -111.9413160 33.4176193)",,,auto
263,66,41533540,,535,1,1,533,1,1,1,1,1,1,0,41533544,41533538,thru,,,,NBT,"LINESTRING (-111.9412287 33.4175473, -111.9412304 33.4176917)",,,auto
264,68,2714318037,,395,2,3,90,1,2,3,2,2,2,0,5162981682,316128443,thru,,,,EBT,"LINESTRING (-111.9374958 33.4303775, -111.9373361 33.4304311)",,,auto
265,69,316128443,,90,1,2,91,1,2,2,2,2,1,1,2714318037,2714318030,thru,,,,EBT,"LINESTRING (-111.9357260 33.4304533, -111.9355677 33.4303998)",,,auto
266,69,316128443,,90,1,1,158,1,1,2,1,1,1,0,2714318037,2714318034,thru,,,,EBT,"LINESTRING (-111.9357260 33.4304533, -111.9355578 33.4304238)",,,auto
267,70,2714318030,,91,1,2,92,1,2,2,2,2,2,0,316128443,4346614528,thru,,,,EBT,"LINESTRING (-111.9349961 33.4301020, -111.9348632 33.4300103)",,,auto
268,70,2714318030,,370,1,1,92,1,1,1,2,1,1,0,2714318034,4346614528,thru,,,,SBT,"LINESTRING (-111.9349823 33.4301137, -111.9348632 33.4300103)",,,auto
269,71,4346614528,,92,1,2,311,1,2,2,3,2,2,0,2714318030,4346614527,thru,,,,EBT,"LINESTRING (-111.9347370 33.4299196, -111.9346064 33.4298256)",,,auto
270,73,3101265647,,93,1,2,472,1,2,2,2,2,2,0,,4346605167,thru,,,,SBT,"LINESTRING (-111.9401572 33.4303916, -111.9401328 33.4302490)",,,auto
271,74,316128740,,95,1,3,348,1,3,3,3,3,3,0,,4347879988,thru,,,,SBT,"LINESTRING (-111.9262889 33.4299135, -111.9262898 33.4297691)",,,auto
272,74,316128740,,347,1,3,94,1,3,3,3,3,3,0,4347879988,,thru,,,,NBT,"LINESTRING (-111.9262898 33.4297691, -111.9262889 33.4299135)",,,auto
273,76,2065989254,,128,1,1,96,1,1,1,1,1,1,0,41533545,2065989244_2065989260,thru,,,,EBT,"LINESTRING (-111.9409113 33.4147450, -111.9407410 33.4147311)",,,auto
274,76,2065989254,,131,1,1,127,1,1,1,1,1,1,0,2065989244_2065989260,41533545,thru,,,,WBT,"LINESTRING (-111.9407408 33.4147590, -111.9409113 33.4147450)",,,auto
275,78,2625358988,,141,1,1,97,1,1,4,1,1,1,0,330683946_41624261,316870046,thru,,,,WBT,"LINESTRING (-111.9380639 33.4149687, -111.9382184 33.4149648)",,,auto
276,78,2625358988,,141,1,4,142,1,4,4,4,4,4,0,330683946_41624261,316870186_2625358994,thru,,,,WBT,"LINESTRING (-111.9380639 33.4149687, -111.9382179 33.4150329)",,,auto
277,80,4346569402,,100,1,2,588,1,2,2,3,2,2,0,41662601,2065989244_2065989260,thru,,,,NBT,"LINESTRING (-111.9399001 33.4142104, -111.9399030 33.4143546)",,,auto
278,80,4346569402,,587,1,2,99,1,2,2,2,2,2,0,2065989244_2065989260,41662601,thru,,,,SBT,"LINESTRING (-111.9399030 33.4143546, -111.9399001 33.4142104)",,,auto
279,82,316872729,,101,1,1,103,1,1,1,1,1,1,0,42351391,5280009872,thru,,,,EBT,"LINESTRING (-111.9339131 33.4183444, -111.9337432 33.4183290)",,,auto
280,82,316872729,,101,1,1,170,1,1,1,1,1,1,,42351391,316872733,right,,,,EBR,"LINESTRING (-111.9339131 33.4183444, -111.9338277 33.4182562)",,,auto
281,82,316872729,,104,1,1,102,1,1,1,1,1,1,0,5280009872,42351391,thru,,,,WBT,"LINESTRING (-111.9337432 33.4183290, -111.9339131 33.4183444)",,,auto
282,82,316872729,,104,1,1,170,1,1,1,1,1,1,,5280009872,316872733,left,,,,WBL,"LINESTRING (-111.9337432 33.4183290, -111.9338277 33.4182562)",,,auto
283,82,316872729,,171,1,1,102,1,1,1,1,1,1,,316872733,42351391,left,,,,NBL,"LINESTRING (-111.9338277 33.4182562, -111.9339131 33.4183444)",,,auto
284,82,316872729,,171,1,1,103,1,1,1,1,1,1,,316872733,5280009872,right,,,,NBR,"LINESTRING (-111.9338277 33.4182562, -111.9337432 33.4183290)",,,auto
285,83,5280009872,,103,1,1,444,1,1,1,1,1,1,,316872729,5201685464,right,,,,EBR,"LINESTRING (-111.9289408 33.4184323, -111.9288534 33.4183648)",,,auto
286,83,5280009872,,103,1,1,447,1,1,1,1,1,1,,316872729,5201685465,left,,,,EBL,"LINESTRING (-111.9289408 33.4184323, -111.9288559 33.4185091)",,,auto
287,83,5280009872,,445,1,1,104,1,1,2,1,1,1,,5201685464,316872729,left,,,,NBL,"LINESTRING (-111.9288534 33.4183648, -111.9289408 33.4184323)",,,auto
288,83,5280009872,,445,2,2,447,1,1,2,1,1,1,0,5201685464,5201685465,thru,,,,NBT,"LINESTRING (-111.9288534 33.4183648, -111.9288559 33.4185091)",,,auto
289,83,5280009872,,446,1,1,104,1,1,1,1,1,1,,5201685465,316872729,right,,,,SBR,"LINESTRING (-111.9288559 33.4185091, -111.9289408 33.4184323)",,,auto
290,83,5280009872,,446,1,1,444,1,1,1,1,1,1,0,5201685465,5201685464,thru,,,,SBT,"LINESTRING (-111.9288559 33.4185091, -111.9288534 33.4183648)",,,auto
291,84,5200239622,,106,1,1,436,1,1,1,2,1,1,0,41830285,330683945_330683964,thru,,,,NBT,"LINESTRING (-111.9349481 33.4142418, -111.9349507 33.4143861)",,,auto
292,84,5200239622,,435,1,1,105,1,1,1,1,1,1,0,330683945_330683964,41830285,thru,,,,SBT,"LINESTRING (-111.9349507 33.4143861, -111.9349481 33.4142418)",,,auto
293,86,5165146154,,107,1,2,404,1,2,2,3,2,2,0,330683969_330683940,,thru,,,,EBT,"LINESTRING (-111.9225829 33.4147146, -111.9224109 33.4147132)",,,auto
294,89,330691322,,181,4,4,110,1,1,4,1,1,1,,4347879979,330689192,right,,,,NBR,"LINESTRING (-111.9262989 33.4200258, -111.9262386 33.4200465)",,,auto
295,89,330691322,,181,1,4,603,1,4,4,4,4,3,1,4347879979,1501648953,thru,,,,NBT,"LINESTRING (-111.9262989 33.4200258, -111.9262989 33.4201702)",,,auto
296,89,330691322,,604,1,1,110,1,1,3,1,1,1,0,1501648953,330689192,thru,,,,SBT,"LINESTRING (-111.9262989 33.4201702, -111.9262386 33.4200465)",,,auto
297,89,330691322,,604,1,3,182,1,3,3,3,3,3,0,1501648953,4347879979,thru,,,,SBT,"LINESTRING (-111.9262989 33.4201702, -111.9262989 33.4200258)",,,auto
298,90,330689192,,110,1,1,597,1,1,1,1,1,1,0,330691322,,thru,,,,SBT,"LINESTRING (-111.9225944 33.4168107, -111.9224778 33.4167045)",,,auto
299,90,330689192,,110,1,1,599,1,1,1,1,1,1,,330691322,5646687226,right,,,,SBR,"LINESTRING (-111.9225944 33.4168107, -111.9226215 33.4167616)",,,auto
300,90,330689192,,110,1,1,601,1,1,1,1,1,1,0,330691322,,thru,,,,SBT,"LINESTRING (-111.9225944 33.4168107, -111.9224499 33.4167520)",,,auto
301,90,330689192,,598,1,1,597,1,1,1,1,1,1,,5646687226,,right,,,,EBR,"LINESTRING (-111.9226215 33.4167616, -111.9224778 33.4167045)",,,auto
302,90,330689192,,598,1,1,601,1,1,1,1,1,1,0,5646687226,,thru,,,,EBT,"LINESTRING (-111.9226215 33.4167616, -111.9224499 33.4167520)",,,auto
303,90,330689192,,602,1,1,597,1,1,1,1,1,1,,,,uturn,,,,WBU,"LINESTRING (-111.9224499 33.4167520, -111.9224778 33.4167045)",,,auto
304,90,330689192,,602,1,1,599,1,1,1,1,1,1,0,,5646687226,thru,,,,WBT,"LINESTRING (-111.9224499 33.4167520, -111.9226215 33.4167616)",,,auto
305,91,5201685470,,111,1,1,458,1,1,1,2,1,1,0,41529691,5201685469,thru,,,,EBT,"LINESTRING (-111.9295795 33.4227840, -111.9294402 33.4226993)",,,auto
306,91,5201685470,,459,1,1,112,1,1,1,1,1,1,0,5201685469,41529691,thru,,,,WBT,"LINESTRING (-111.9294402 33.4226993, -111.9295795 33.4227840)",,,auto
307,92,2941419921,,113,1,1,114,1,1,1,1,1,1,0,41746582,330693619,thru,,,,EBT,"LINESTRING (-111.9339596 33.4250289, -111.9338000 33.4249751)",,,auto
