agent_id,agent_type,o_node_id,d_node_id,travel_time,node_sequence,time_sequence
342,v,15,6,-1.1,15;19;17;16;8;6,0001:00;0005:00;0007:00;0009:00;0014:00;0016:00
343,v,15,7,-1.1,15;19;17;16;18;7,0001:00;0005:05;0007:05;0009:05;0012:05;0014:05
344,v,15,8,-1.1,15;19;17;16;8,0001:00;0005:05;0007:05;0009:05;0014:05
345,v,15,9,-1.1,15;10;9,0001:00;0007:00;0010:00
346,v,15,10,-1.1,15;10,0001:00;0007:00
347,v,15,11,-1.1,15;14;11,0001:00;0006:05;0010:05
348,v,15,12,-1.1,15;14;11;12,0001:00;0006:12;0010:11;0016:11
349,v,15,13,-1.1,15;22;21;24;13,0001:00;0005:00;0007:00;0010:00;0014:00
350,v,15,14,-1.1,15;14,0001:00;0006:00
352,v,15,16,-1.1,15;19;17;16,0001:00;0005:12;0007:12;0009:11
353,v,15,17,-1.1,15;19;17,0001:00;0005:12;0007:12
354,v,15,18,-1.1,15;19;17;16;18,0001:00;0005:17;0007:17;0009:18;0012:18
355,v,15,19,-1.1,15;19,0001:00;0005:00
356,v,15,20,-1.1,15;19;20,0001:00;0005:24;0009:24
357,v,15,21,-1.1,15;22;21,0001:00;0005:00;0007:00
358,v,15,22,-1.1,15;22,0001:00;0005:00
359,v,15,23,-1.1,15;22;23,0001:00;0005:05;0009:05
360,v,15,24,-1.1,15;22;21;24,0001:00;0005:12;0007:12;0010:11
361,v,16,1,-1.1,16;8;6;2;1,0001:00;0006:00;0008:05;0013:05;0019:06
362,v,16,2,-1.1,16;8;6;2,0001:00;0006:00;0008:05;0013:05
363,v,16,3,-1.1,16;8;6;5;4;3,0001:00;0006:05;0008:18;0012:18;0014:18;0018:18
364,v,16,4,-1.1,16;8;6;5;4,0001:00;0006:05;0008:18;0012:18;0014:18
365,v,16,5,-1.1,16;8;6;5,0001:00;0006:12;0008:24;0012:24
366,v,16,6,-1.1,16;8;6,0001:00;0006:12;0008:11
367,v,16,7,-1.1,16;18;7,0001:00;0004:00;0006:00
368,v,16,8,-1.1,16;8,0001:00;0006:00
369,v,16,9,-1.1,16;10;9,0001:00;0006:00;0009:00
370,v,16,10,-1.1,16;10,0001:00;0006:00
371,v,16,11,-1.1,16;10;11,0001:00;0006:05;0011:05
372,v,16,12,-1.1,16;10;11;12,0001:00;0006:05;0011:05;0017:06
373,v,16,13,-1.1,16;10;11;12;13,0001:00;0006:12;0011:11;0017:11;0020:11
374,v,16,14,-1.1,16;17;19;15;14,0001:00;0003:00;0005:00;0009:05;0014:05
375,v,16,15,-1.1,16;17;19;15,0001:00;0003:00;0005:00;0009:00
377,v,16,17,-1.1,16;17,0001:00;0003:00
378,v,16,18,-1.1,16;18,0001:00;0004:00
379,v,16,19,-1.1,16;17;19,0001:00;0003:06;0005:05
380,v,16,20,-1.1,16;18;20,0001:00;0004:05;0008:05
381,v,16,21,-1.1,16;18;20;21,0001:00;0004:05;0008:05;0014:05
382,v,16,22,-1.1,16;18;20;22,0001:00;0004:12;0008:11;0013:11
383,v,16,23,-1.1,16;18;20;22;23,0001:00;0004:12;0008:11;0013:11;0017:11
384,v,16,24,-1.1,16;18;20;21;24,0001:00;0004:17;0008:18;0014:18;0017:18
385,v,17,1,-1.1,17;16;8;6;2;1,0001:00;0003:00;0008:00;0010:00;0015:00;0021:00
386,v,17,2,-1.1,17;16;8;6;2,0001:00;0003:00;0008:00;0010:00;0015:00
387,v,17,3,-1.1,17;16;8;6;5;4;3,0001:00;0003:06;0008:05;0010:05;0014:05;0016:06;0020:06
388,v,17,4,-1.1,17;16;8;6;5;4,0001:00;0003:06;0008:05;0010:05;0014:05;0016:06
389,v,17,5,-1.1,17;16;8;6;5,0001:00;0003:12;0008:11;0010:11;0014:11
390,v,17,6,-1.1,17;16;8;6,0001:00;0003:12;0008:11;0010:11
391,v,17,7,-1.1,17;16;18;7,0001:00;0003:17;0006:17;0008:18
392,v,17,8,-1.1,17;16;8,0001:00;0003:17;0008:18
393,v,17,9,-1.1,17;16;10;9,0001:00;0003:23;0008:24;0011:24
394,v,17,10,-1.1,17;16;10,0001:00;0003:23;0008:24
395,v,17,11,-1.1,17;16;10;11,0001:00;0003:30;0008:30;0013:30
396,v,17,12,-1.1,17;16;10;11;12,0001:00;0003:30;0008:30;0013:30;0019:30
397,v,17,13,-1.1,17;19;20;21;24;13,0001:00;0003:00;0007:00;0013:00;0016:00;0020:00
398,v,17,14,-1.1,17;19;15;14,0001:00;0003:00;0007:00;0012:00
399,v,17,15,-1.1,17;19;15,0001:00;0003:06;0007:05
400,v,17,16,-1.1,17;16,0001:00;0003:00
402,v,17,18,-1.1,17;16;18,0001:00;0003:36;0006:35
403,v,17,19,-1.1,17;19,0001:00;0003:00
404,v,17,20,-1.1,17;19;20,0001:00;0003:12;0007:12
405,v,17,21,-1.1,17;19;20;21,0001:00;0003:12;0007:12;0013:11
406,v,17,22,-1.1,17;19;15;22,0001:00;0003:17;0007:17;0011:18
407,v,17,23,-1.1,17;19;15;22;23,0001:00;0003:17;0007:17;0011:18;0015:18
408,v,17,24,-1.1,17;19;20;21;24,0001:00;0003:23;0007:24;0013:24;0016:23
409,v,18,1,-1.1,18;7;8;6;2;1,0001:00;0003:00;0006:00;0008:00;0013:00;0019:00
410,v,18,2,-1.1,18;7;8;6;2,0001:00;0003:00;0006:00;0008:00;0013:00
411,v,18,3,-1.1,18;7;8;6;5;4;3,0001:00;0003:06;0006:05;0008:11;0012:11;0014:11;0018:11
412,v,18,4,-1.1,18;7;8;6;5;4,0001:00;0003:06;0006:05;0008:11;0012:11;0014:11
413,v,18,5,-1.1,18;7;8;6;5,0001:00;0003:12;0006:12;0008:30;0012:30
414,v,18,6,-1.1,18;7;8;6,0001:00;0003:12;0006:12;0008:11
415,v,18,7,-1.1,18;7,0001:00;0003:00
416,v,18,8,-1.1,18;7;8,0001:00;0003:17;0006:17
417,v,18,9,-1.1,18;16;10;9,0001:00;0004:00;0009:00;0012:00
418,v,18,10,-1.1,18;16;10,0001:00;0004:00;0009:00
419,v,18,11,-1.1,18;16;10;11,0001:00;0004:05;0009:05;0014:05
420,v,18,12,-1.1,18;16;10;11;12,0001:00;0004:05;0009:05;0014:05;0020:06
421,v,18,13,-1.1,18;20;21;24;13,0001:00;0005:00;0011:00;0014:00;0018:00
422,v,18,14,-1.1,18;16;17;19;15;14,0001:00;0004:12;0006:12;0008:11;0012:11;0017:11
423,v,18,15,-1.1,18;16;17;19;15,0001:00;0004:12;0006:12;0008:11;0012:11
424,v,18,16,-1.1,18;16,0001:00;0004:00
425,v,18,17,-1.1,18;16;17,0001:00;0004:17;0006:17
427,v,18,19,-1.1,18;16;17;19,0001:00;0004:24;0006:24;0008:24
428,v,18,20,-1.1,18;20,0001:00;0005:00
429,v,18,21,-1.1,18;20;21,0001:00;0005:05;0011:05
430,v,18,22,-1.1,18;20;22,0001:00;0005:05;0010:05
431,v,18,23,-1.1,18;20;22;23,0001:00;0005:12;0010:11;0014:11
432,v,18,24,-1.1,18;20;21;24,0001:00;0005:12;0011:11;0014:11
433,v,19,1,-1.1,19;17;16;8;6;2;1,0001:00;0003:00;0005:00;0010:00;0012:05;0017:06;0023:06
434,v,19,2,-1.1,19;17;16;8;6;2,0001:00;0003:00;0005:00;0010:00;0012:05;0017:06
435,v,19,3,-1.1,19;17;16;8;6;5;4;3,0001:00;0003:06;0005:05;0010:05;0012:18;0016:18;0018:18;0022:18
436,v,19,4,-1.1,19;17;16;8;6;5;4,0001:00;0003:06;0005:05;0010:05;0012:18;0016:18;0018:18
437,v,19,5,-1.1,19;17;16;8;6;5,0001:00;0003:12;0005:12;0010:11;0012:24;0016:23
438,v,19,6,-1.1,19;17;16;8;6,0001:00;0003:12;0005:12;0010:11;0012:11
439,v,19,7,-1.1,19;17;16;18;7,0001:00;0003:17;0005:17;0008:18;0010:18
440,v,19,8,-1.1,19;17;16;8,0001:00;0003:17;0005:17;0010:18
441,v,19,9,-1.1,19;17;16;10;9,0001:00;0003:23;0005:24;0010:24;0013:24
442,v,19,10,-1.1,19;17;16;10,0001:00;0003:23;0005:24;0010:24
443,v,19,11,-1.1,19;15;14;11,0001:00;0005:00;0010:00;0014:00
444,v,19,12,-1.1,19;15;14;11;12,0001:00;0005:00;0010:00;0014:00;0020:00
445,v,19,13,-1.1,19;20;21;24;13,0001:00;0005:00;0011:00;0014:00;0018:00
446,v,19,14,-1.1,19;15;14,0001:00;0005:05;0010:05
447,v,19,15,-1.1,19;15,0001:00;0005:00
448,v,19,16,-1.1,19;17;16,0001:00;0003:30;0005:30
449,v,19,17,-1.1,19;17,0001:00;0003:00
450,v,19,18,-1.1,19;17;16;18,0001:00;0003:36;0005:35;0008:35
452,v,19,20,-1.1,19;20,0001:00;0005:00
453,v,19,21,-1.1,19;20;21,0001:00;0005:05;0011:05
454,v,19,22,-1.1,19;15;22,0001:00;0005:12;0009:11
455,v,19,23,-1.1,19;15;22;23,0001:00;0005:12;0009:11;0013:11
456,v,19,24,-1.1,19;20;21;24,0001:00;0005:05;0011:11;0014:11
457,v,20,1,-1.1,20;18;7;8;6;2;1,0001:00;0005:00;0007:00;0010:00;0012:00;0017:00;0023:00
458,v,20,2,-1.1,20;18;7;8;6;2,0001:00;0005:00;0007:00;0010:00;0012:00;0017:00
459,v,20,3,-1.1,20;21;24;13;12;3,0001:00;0007:00;0010:00;0014:00;0017:00;0021:00
460,v,20,4,-1.1,20;18;7;8;6;5;4,0001:00;0005:05;0007:05;0010:05;0012:11;0016:11;0018:11
461,v,20,5,-1.1,20;18;7;8;6;5,0001:00;0005:05;0007:05;0010:05;0012:11;0016:11
462,v,20,6,-1.1,20;18;7;8;6,0001:00;0005:12;0007:12;0010:11;0012:11
463,v,20,7,-1.1,20;18;7,0001:00;0005:12;0007:12
464,v,20,8,-1.1,20;18;7;8,0001:00;0005:17;0007:17;0010:18
465,v,20,9,-1.1,20;18;16;10;9,0001:00;0005:17;0008:18;0013:18;0016:18
466,v,20,10,-1.1,20;18;16;10,0001:00;0005:24;0008:24;0013:24
467,v,20,11,-1.1,20;18;16;10;11,0001:00;0005:24;0008:24;0013:24;0018:23
468,v,20,12,-1.1,20;21;24;13;12,0001:00;0007:00;0010:05;0014:05;0017:06
469,v,20,13,-1.1,20;21;24;13,0001:00;0007:05;0010:05;0014:05
470,v,20,14,-1.1,20;19;15;14,0001:00;0005:00;0009:00;0014:00
471,v,20,15,-1.1,20;19;15,0001:00;0005:00;0009:00
472,v,20,16,-1.1,20;18;16,0001:00;0005:30;0008:30
473,v,20,17,-1.1,20;19;17,0001:00;0005:05;0007:05
474,v,20,18,-1.1,20;18,0001:00;0005:00
475,v,20,19,-1.1,20;19,0001:00;0005:00
477,v,20,21,-1.1,20;21,0001:00;0007:00
478,v,20,22,-1.1,20;22,0001:00;0006:00
479,v,20,23,-1.1,20;22;23,0001:00;0006:00;0010:00
480,v,20,24,-1.1,20;21;24,0001:00;0007:12;0010:11
481,v,21,1,-1.1,21;24;13;12;3;1,0001:00;0004:00;0008:00;0011:00;0015:00;0019:00
482,v,21,2,-1.1,21;20;18;7;8;6;2,0001:00;0007:00;0011:00;0013:00;0016:00;0018:00;0023:00
483,v,21,3,-1.1,21;24;13;12;3,0001:00;0004:00;0008:00;0011:00;0015:00
484,v,21,4,-1.1,21;24;13;12;3;4,0001:00;0004:05;0008:05;0011:05;0015:05;0019:06
485,v,21,5,-1.1,21;22;15;10;9;5,0001:00;0003:00;0007:00;0013:00;0016:00;0021:00
486,v,21,6,-1.1,21;20;18;7;8;6,0001:00;0007:00;0011:00;0013:00;0016:00;0018:00
487,v,21,7,-1.1,21;20;18;7,0001:00;0007:05;0011:05;0013:05
488,v,21,8,-1.1,21;20;18;7;8,0001:00;0007:05;0011:05;0013:05;0016:06
489,v,21,9,-1.1,21;22;15;10;9,0001:00;0003:00;0007:00;0013:00;0016:00
490,v,21,10,-1.1,21;22;15;10,0001:00;0003:06;0007:05;0013:05
491,v,21,11,-1.1,21;24;23;14;11,0001:00;0004:05;0006:05;0010:05;0014:05
492,v,21,12,-1.1,21;24;13;12,0001:00;0004:12;0008:11;0011:11
493,v,21,13,-1.1,21;24;13,0001:00;0004:12;0008:11
494,v,21,14,-1.1,21;24;23;14,0001:00;0004:17;0006:17;0010:18
495,v,21,15,-1.1,21;22;15,0001:00;0003:06;0007:05
496,v,21,16,-1.1,21;20;18;16,0001:00;0007:12;0011:11;0014:11
497,v,21,17,-1.1,21;20;19;17,0001:00;0007:12;0011:11;0013:11
498,v,21,18,-1.1,21;20;18,0001:00;0007:17;0011:18
499,v,21,19,-1.1,21;20;19,0001:00;0007:17;0011:18
500,v,21,20,-1.1,21;20,0001:00;0007:00
502,v,21,22,-1.1,21;22,0001:00;0003:00
503,v,21,23,-1.1,21;24;23,0001:00;0004:17;0006:17
504,v,21,24,-1.1,21;24,0001:00;0004:00
505,v,22,1,-1.1,22;21;24;13;12;3;1,0001:00;0003:00;0006:00;0010:00;0013:00;0017:00;0021:00
506,v,22,2,-1.1,22;20;18;7;8;6;2,0001:00;0006:00;0010:00;0012:00;0015:00;0017:00;0022:00
507,v,22,3,-1.1,22;21;24;13;12;3,0001:00;0003:00;0006:00;0010:00;0013:00;0017:00
508,v,22,4,-1.1,22;23;14;11;4,0001:00;0005:00;0009:00;0013:00;0019:00
509,v,22,5,-1.1,22;15;10;9;5,0001:00;0005:00;0011:00;0014:00;0019:00
510,v,22,6,-1.1,22;20;18;7;8;6,0001:00;0006:00;0010:00;0012:00;0015:00;0017:00
511,v,22,7,-1.1,22;20;18;7,0001:00;0006:05;0010:05;0012:05
512,v,22,8,-1.1,22;20;18;7;8,0001:00;0006:05;0010:05;0012:05;0015:05
513,v,22,9,-1.1,22;15;10;9,0001:00;0005:00;0011:00;0014:00
514,v,22,10,-1.1,22;15;10,0001:00;0005:05;0011:05
515,v,22,11,-1.1,22;23;14;11,0001:00;0005:00;0009:00;0013:00
516,v,22,12,-1.1,22;21;24;13;12,0001:00;0003:06;0006:05;0010:05;0013:05
517,v,22,13,-1.1,22;21;24;13,0001:00;0003:06;0006:05;0010:05
518,v,22,14,-1.1,22;23;14,0001:00;0005:05;0009:05
519,v,22,15,-1.1,22;15,0001:00;0005:00
520,v,22,16,-1.1,22;20;18;16,0001:00;0006:12;0010:11;0013:11
521,v,22,17,-1.1,22;15;19;17,0001:00;0005:12;0009:11;0011:11
522,v,22,18,-1.1,22;20;18,0001:00;0006:12;0010:11
523,v,22,19,-1.1,22;15;19,0001:00;0005:12;0009:11
524,v,22,20,-1.1,22;20,0001:00;0006:00
525,v,22,21,-1.1,22;21,0001:00;0003:00
527,v,22,23,-1.1,22;23,0001:00;0005:00
528,v,22,24,-1.1,22;21;24,0001:00;0003:12;0006:12
529,v,23,1,-1.1,23;24;13;12;3;1,0001:00;0003:00;0007:00;0010:00;0014:00;0018:00
530,v,23,2,-1.1,23;24;13;12;3;1;2,0001:00;0003:00;0007:00;0010:00;0014:00;0018:00;0024:00
531,v,23,3,-1.1,23;24;13;12;3,0001:00;0003:06;0007:05;0010:05;0014:05
532,v,23,4,-1.1,23;14;11;4,0001:00;0005:00;0009:00;0015:00
533,v,23,5,-1.1,23;14;11;4;5,0001:00;0005:00;0009:00;0015:00;0017:00
534,v,23,6,-1.1,23;14;11;4;5;6,0001:00;0005:05;0009:05;0015:05;0017:06;0021:06
535,v,23,7,-1.1,23;22;20;18;7,0001:00;0005:00;0010:00;0014:05;0016:06
536,v,23,8,-1.1,23;22;20;18;7;8,0001:00;0005:00;0010:00;0014:05;0016:11;0019:11
537,v,23,9,-1.1,23;14;11;10;9,0001:00;0005:05;0009:05;0014:05;0017:06
538,v,23,10,-1.1,23;14;11;10,0001:00;0005:12;0009:11;0014:11
539,v,23,11,-1.1,23;14;11,0001:00;0005:12;0009:11
540,v,23,12,-1.1,23;24;13;12,0001:00;0003:06;0007:05;0010:05
541,v,23,13,-1.1,23;24;13,0001:00;0003:12;0007:12
542,v,23,14,-1.1,23;14,0001:00;0005:00
543,v,23,15,-1.1,23;22;15,0001:00;0005:05;0009:05
544,v,23,16,-1.1,23;22;20;18;16,0001:00;0005:05;0010:05;0014:11;0017:11
545,v,23,17,-1.1,23;22;15;19;17,0001:00;0005:12;0009:11;0013:11;0015:11
546,v,23,18,-1.1,23;22;20;18,0001:00;0005:12;0010:11;0014:11
547,v,23,19,-1.1,23;22;15;19,0001:00;0005:17;0009:18;0013:18
548,v,23,20,-1.1,23;22;20,0001:00;0005:17;0010:18
549,v,23,21,-1.1,23;24;21,0001:00;0003:12;0006:12
550,v,23,22,-1.1,23;22,0001:00;0005:00
552,v,23,24,-1.1,23;24,0001:00;0003:00
553,v,24,1,-1.1,24;13;12;3;1,0001:00;0005:00;0008:00;0012:00;0016:00
554,v,24,2,-1.1,24;13;12;3;1;2,0001:00;0005:00;0008:00;0012:00;0016:06;0022:06
555,v,24,3,-1.1,24;13;12;3,0001:00;0005:05;0008:05;0012:05
556,v,24,4,-1.1,24;13;12;3;4,0001:00;0005:05;0008:05;0012:05;0016:06
557,v,24,5,-1.1,24;13;12;3;4;5,0001:00;0005:12;0008:11;0012:11;0016:11;0018:11
558,v,24,6,-1.1,24;21;20;18;7;8;6,0001:00;0004:00;0010:00;0014:00;0016:00;0019:00;0021:00
559,v,24,7,-1.1,24;21;20;18;7,0001:00;0004:00;0010:00;0014:00;0016:00
560,v,24,8,-1.1,24;21;20;18;7;8,0001:00;0004:05;0010:05;0014:11;0016:11;0019:11
561,v,24,9,-1.1,24;23;14;11;10;9,0001:00;0003:00;0007:00;0011:00;0016:00;0019:00
562,v,24,10,-1.1,24;23;14;11;10,0001:00;0003:00;0007:00;0011:00;0016:00
563,v,24,11,-1.1,24;23;14;11,0001:00;0003:06;0007:05;0011:05
564,v,24,12,-1.1,24;13;12,0001:00;0005:12;0008:11
565,v,24,13,-1.1,24;13,0001:00;0005:00
566,v,24,14,-1.1,24;23;14,0001:00;0003:06;0007:05
567,v,24,15,-1.1,24;21;22;15,0001:00;0004:05;0006:05;0010:05
568,v,24,16,-1.1,24;21;20;18;16,0001:00;0004:12;0010:11;0014:18;0017:18
569,v,24,17,-1.1,24;21;20;19;17,0001:00;0004:12;0010:11;0014:11;0016:11
570,v,24,18,-1.1,24;21;20;18,0001:00;0004:17;0010:18;0014:18
571,v,24,19,-1.1,24;21;20;19,0001:00;0004:17;0010:18;0014:18
572,v,24,20,-1.1,24;21;20,0001:00;0004:24;0010:24
573,v,24,21,-1.1,24;21,0001:00;0004:00
574,v,24,22,-1.1,24;21;22,0001:00;0004:30;0006:30
575,v,24,23,-1.1,24;23,0001:00;0003:00
